chr	start	end	strand	peak	position	Quality
chr16	9914969	9914970	+	3	9914970	36.42
chr16	11227432	11227433	+	2	11227433	120.68
chr16	11727675	11727676	+	3	11727676	63.17
chr16	11727677	11727682	+	3	11727678	43.33
chr16	12877928	12877929	+	2	12877929	1635.7
chr16	14287219	14287235	+	1	14287220	468.86
chr16	15899066	15899069	+	7	15899067	167.01
chr16	16088799	16088800	+	10	16088800	35.62
chr16	17379762	17379763	+	1	17379763	354.95
chr16	18120563	18120564	+	1	18120564	51.66
chr16	18167618	18167619	+	1	18167619	16.51
chr16	18184409	18184410	+	3	18184410	29.62
chr16	18248227	18248228	+	3	18248228	16.8
chr16	18279484	18279485	+	1	18279485	74.53
chr16	18279536	18279537	+	2	18279537	34.69
chr16	18280096	18280097	+	2	18280097	26.18
chr16	18301209	18301210	+	7	18301210	62.62
chr16	18716429	18716430	+	2	18716430	48.39
chr16	18716682	18716683	+	6	18716683	27.66
chr16	18716689	18716690	+	6	18716690	31.64
chr16	18744932	18744939	+	3	18744933	97.95
chr16	18864194	18864195	+	4	18864195	38.76
chr16	18925667	18925686	+	4	18925668	63.59
chr16	19380902	19380905	+	3	19380903	1316.1
chr16	20191509	20191513	+	3	20191510	34.47
chr16	20250398	20250399	+	9	20250399	4168.47
chr16	20436009	20436010	+	1	20436010	632.05
chr16	20436030	20436035	+	1	20436031	915.01
chr16	20828036	20828037	+	6	20828037	34.29
chr16	21071047	21071049	+	1	21071048	466.86
chr16	21150117	21150118	+	1	21150118	3590.12
chr16	21220355	21220356	+	3	21220356	253.89
chr16	21220356	21220357	+	3	21220357	262.93
chr16	21352551	21352552	+	8	21352552	87.29
chr16	21767598	21767599	+	4	21767599	186.05
chr16	21767603	21767604	+	4	21767604	174.06
chr16	22167187	22167188	+	4	22167188	27.36
chr16	22543308	22543309	+	4	22543309	159.33
chr16	22543317	22543318	+	4	22543318	165.34
chr16	22568250	22568252	+	2	22568244	59.61
chr16	23737594	23737600	+	4	23737595	116.61
chr16	24807650	24807651	+	5	24807651	33.61
chr16	25020124	25020125	+	1	25020125	3065.81
chr16	25281635	25281637	+	4	25281636	1930.89
chr16	25427140	25427142	+	8	25427141	38.26
chr16	26648658	26648661	+	8	26648659	66.04
chr16	26648659	26648661	+	8	26648660	1750.94
chr16	26968786	26968800	+	2	26968787	25.37
chr16	27549587	27549588	+	4	27549588	11.66
chr16	27676686	27676689	+	1	27676687	13.59
chr16	28089240	28089250	+	4	28089241	19.73
chr16	28361763	28361770	+	1	28361764	46.61
chr16	28381764	28381774	+	4	28381765	60.23
chr16	28615419	28615420	+	2	28615420	424.05
chr16	28638081	28638082	+	1	28638082	11.66
chr16	28673053	28673054	+	2	28673054	34.39
chr16	28733070	28733075	+	3	28733071	437.96
chr16	28740218	28740220	+	3	28740219	659.43
chr16	28774062	28774065	+	1	28774063	75.99
chr16	28774335	28774336	+	1	28774336	45.43
chr16	28802685	28802686	+	2	28802686	10.81
chr16	28852330	28852331	+	2	28852331	27.65
chr16	29045603	29045604	+	3	29045604	190.96
chr16	29050284	29050285	+	1	29050285	147.47
chr16	29372503	29372504	+	3	29372504	168.9
chr16	29396275	29396276	+	1	29396276	30.34
chr16	29397340	29397341	+	1	29397341	12.55
chr16	29402567	29402570	+	1	29402568	69.61
chr16	29402572	29402573	+	1	29402573	78.65
chr16	29531811	29531812	+	1	29531812	19.72
chr16	29551248	29551249	+	3	29551249	256.05
chr16	29557689	29557690	+	2	29557690	25.63
chr16	29701012	29701013	+	4	29701013	431.92
chr16	29701022	29701023	+	4	29701023	379.05
chr16	30215631	30215633	+	1	30215632	319.07
chr16	30328281	30328282	+	1	30328282	19.46
chr16	30328282	30328283	+	1	30328283	13.6
chr16	30328286	30328287	+	1	30328287	10.86
chr16	30328288	30328289	+	1	30328289	13.68
chr16	30328299	30328300	+	1	30328300	14.71
chr16	31104969	31104970	+	2	31104970	920.05
chr16	31257020	31257021	+	4	31257021	1821.37
chr16	31836557	31836558	+	1	31836558	2042.85
chr16	31978159	31978165	+	1	31978160	3472.86
chr16	32087453	32087454	+	1	32087454	12.57
chr16	32087457	32087458	+	1	32087458	12.57
chr16	32096165	32096166	+	6	32096166	301.05
chr16	32096178	32096179	+	6	32096179	344.05
chr16	32097866	32097867	+	1	32097867	363.06
chr16	32106823	32106824	+	4	32106824	116.96
chr16	32107037	32107038	+	8	32107038	67.67
chr16	32115210	32115211	+	2	32115211	59.4
chr16	32116911	32116912	+	2	32116912	28.34
chr16	32117512	32117513	+	1	32117513	36.68
chr16	32123960	32123961	+	2	32123961	90.67
chr16	32124080	32124081	+	4	32124081	394.55
chr16	32124296	32124297	+	2	32124297	322.83
chr16	32124683	32124684	+	2	32124684	36.22
chr16	32124701	32124702	+	1	32124702	380.27
chr16	32124703	32124704	+	1	32124704	293.67
chr16	32124777	32124778	+	1	32124778	52.3
chr16	32124880	32124881	+	4	32124881	25.42
chr16	32126334	32126335	+	4	32126335	47.25
chr16	32129661	32129662	+	5	32129662	208.67
chr16	32129682	32129683	+	5	32129683	189.67
chr16	32133312	32133313	+	4	32133313	20.71
chr16	32133320	32133321	+	4	32133321	21.36
chr16	32133325	32133326	+	4	32133326	23.69
chr16	32133347	32133348	+	4	32133348	18.41
chr16	32135923	32135924	+	6	32135924	23.95
chr16	32135933	32135934	+	6	32135934	26.94
chr16	32135947	32135948	+	6	32135948	26.94
chr16	32135955	32135956	+	4	32135956	22.44
chr16	32135973	32135974	+	4	32135974	68.61
chr16	32291247	32291248	+	1	32291248	73.67
chr16	32299113	32299114	+	1	32299114	182.05
chr16	32399261	32399262	+	2	32399262	100.17
chr16	32399262	32399263	+	2	32399263	103.68
chr16	32399273	32399274	+	2	32399274	35.58
chr16	32408650	32408683	+	2	32408629	99.59
chr16	32414583	32414584	+	1	32414584	39.33
chr16	32422947	32422948	+	5	32422948	140.9
chr16	32423005	32423006	+	3	32423006	679.96
chr16	32427692	32427693	+	1	32427693	91.96
chr16	32454122	32454127	+	1	32454123	2830.86
chr16	32454155	32454156	+	1	32454156	19.46
chr16	32454157	32454158	+	1	32454158	18.36
chr16	32454169	32454170	+	1	32454170	30.3
chr16	32454170	32454171	+	1	32454171	30.3
chr16	32454223	32454224	+	1	32454224	27.3
chr16	32454242	32454243	+	1	32454243	33.3
chr16	32454243	32454244	+	1	32454244	33.3
chr16	32454245	32454246	+	1	32454246	36.3
chr16	32454273	32454274	+	2	32454274	146.3
chr16	32454288	32454289	+	2	32454289	143.3
chr16	32457146	32457147	+	2	32457147	35.43
chr16	32458747	32458748	+	3	32458748	32.62
chr16	32647738	32647739	+	5	32647739	18.69
chr16	32787077	32787078	+	4	32787078	158.65
chr16	32806129	32806131	+	1	32806130	237.01
chr16	32806134	32806135	+	1	32806135	284.09
chr16	32806157	32806158	+	7	32806158	578.06
chr16	32806255	32806256	+	1	32806256	310.91
chr16	32806314	32806323	+	2	32806315	726.01
chr16	32807161	32807162	+	1	32807162	25.44
chr16	32815913	32815914	+	1	32815914	12.19
chr16	32815947	32815948	+	1	32815948	133.49
chr16	32815954	32815956	+	1	32815955	66.63
chr16	32815966	32815967	+	1	32815967	46.4
chr16	32817620	32817621	+	9	32817621	23.44
chr16	32819039	32819040	+	21	32819040	13.53
chr16	32819048	32819049	+	21	32819049	13.55
chr16	32819054	32819055	+	10	32819055	13.55
chr16	32819393	32819394	+	11	32819394	21.43
chr16	32819394	32819395	+	11	32819395	21.52
chr16	32819415	32819416	+	1	32819416	24.69
chr16	32819431	32819432	+	1	32819432	29.68
chr16	32821990	32821991	+	3	32821991	60.93
chr16	32824337	32824338	+	1	32824338	46.3
chr16	32824427	32824428	+	3	32824428	20.38
chr16	32824676	32824677	+	3	32824677	12.55
chr16	32824784	32824785	+	2	32824785	27.94
chr16	32824794	32824795	+	2	32824795	27.36
chr16	32825351	32825352	+	4	32825352	59.92
chr16	32825364	32825365	+	4	32825365	90.91
chr16	32844734	32844735	+	6	32844735	89.51
chr16	33026626	33026627	+	2	33026627	49.45
chr16	33027387	33027388	+	2	33027388	82.3
chr16	33027395	33027396	+	2	33027396	57.3
chr16	33027396	33027397	+	2	33027397	57.3
chr16	33027500	33027501	+	1	33027501	28.3
chr16	33027501	33027502	+	1	33027502	26.35
chr16	33032557	33032558	+	1	33032558	37.68
chr16	33032559	33032560	+	1	33032560	37.68
chr16	33037233	33037234	+	1	33037234	11.25
chr16	33037239	33037240	+	1	33037240	11.25
chr16	33037271	33037272	+	3	33037272	12.06
chr16	33037274	33037275	+	3	33037275	14.58
chr16	33037315	33037316	+	4	33037316	75.96
chr16	33037520	33037521	+	3	33037521	78.14
chr16	33037611	33037612	+	1	33037612	175.63
chr16	33038065	33038066	+	2	33038066	178.46
chr16	33052233	33052234	+	3	33052234	85.39
chr16	33052494	33052495	+	2	33052495	68.3
chr16	33052713	33052714	+	5	33052714	65.68
chr16	33052715	33052716	+	5	33052716	65.68
chr16	33053559	33053560	+	3	33053560	599.88
chr16	33053582	33053583	+	3	33053583	532.97
chr16	33055530	33055531	+	1	33055531	39.93
chr16	33056988	33056989	+	1	33056989	26.6
chr16	33057535	33057536	+	2	33057536	162.01
chr16	33057999	33058000	+	1	33058000	61.03
chr16	33058240	33058241	+	2	33058241	227.17
chr16	33058251	33058252	+	1	33058252	220.72
chr16	33065098	33065099	+	10	33065099	103.04
chr16	33071567	33071568	+	2	33071568	57.36
chr16	33071927	33071928	+	1	33071928	49.8
chr16	33071929	33071930	+	1	33071930	49.8
chr16	33071960	33071961	+	2	33071961	44.53
chr16	33082790	33082791	+	2	33082791	137.01
chr16	33082809	33082810	+	1	33082810	12.2
chr16	33083061	33083062	+	4	33083062	64
chr16	33083303	33083304	+	1	33083304	41.38
chr16	33083321	33083322	+	1	33083322	51.2
chr16	33083355	33083356	+	3	33083356	61.07
chr16	33085535	33085537	+	2	33085536	35.87
chr16	33336475	33336476	+	1	33336476	23.63
chr16	33337457	33337458	+	4	33337458	18.67
chr16	33337925	33337950	+	3	33337926	205.29
chr16	33337950	33338000	+	2	33337926	205.29
chr16	33338000	33338018	+	3	33337926	205.29
chr16	33338124	33338125	+	3	33338125	662.32
chr16	33339672	33339673	+	2	33339673	18.66
chr16	33339719	33339720	+	3	33339720	87.61
chr16	33339738	33339739	+	3	33339739	132.61
chr16	33520675	33520676	+	1	33520676	35.62
chr16	33602833	33602834	+	1	33602834	434.46
chr16	33642060	33642061	+	1	33642061	78.88
chr16	33719307	33719308	+	1	33719308	22.66
chr16	33719314	33719315	+	1	33719315	16.73
chr16	33722594	33722595	+	1	33722595	78.18
chr16	33773166	33773167	+	3	33773167	22.44
chr16	33773167	33773168	+	3	33773168	22.44
chr16	33831415	33831416	+	4	33831416	18.41
chr16	33831425	33831426	+	4	33831426	15.62
chr16	34174048	34174049	+	1	34174049	410.61
chr16	34174049	34174050	+	1	34174050	410.61
chr16	34176448	34176449	+	7	34176449	1743.05
chr16	34179661	34179662	+	2	34179662	15.42
chr16	34179672	34179673	+	2	34179673	21.33
chr16	34179673	34179674	+	2	34179674	21.33
chr16	34184003	34184004	+	4	34184004	65.65
chr16	34189978	34189979	+	9	34189979	16.39
chr16	34190815	34190816	+	5	34190816	388.82
chr16	34190846	34190847	+	5	34190847	590.05
chr16	34190847	34190848	+	5	34190848	632.05
chr16	34190871	34190872	+	10	34190872	1217.05
chr16	34190894	34190895	+	10	34190895	2075.05
chr16	34192259	34192260	+	2	34192260	725.05
chr16	34192267	34192268	+	2	34192268	725.05
chr16	34277219	34277220	+	2	34277220	155.42
chr16	34277237	34277238	+	2	34277238	131.11
chr16	34277241	34277242	+	2	34277242	135.32
chr16	34277242	34277243	+	2	34277243	133.66
chr16	34576455	34576456	+	8	34576456	4447.13
chr16	34589551	34589552	+	1	34589552	13.53
chr16	34589927	34589928	+	7	34589928	253.33
chr16	34729315	34729316	+	1	34729316	43.61
chr16	34729330	34729331	+	1	34729331	46.77
chr16	34790803	34790804	+	3	34790804	41.67
chr16	34798837	34798838	+	1	34798838	74.95
chr16	34943762	34943763	+	5	34943763	652.9
chr16	35234249	35234250	+	4	35234250	15.11
chr16	46385975	46385976	+	32	46385976	183.82
chr16	46386038	46386039	+	79	46386039	697.05
chr16	46386854	46386855	+	113	46386855	62161.49
chr16	46386930	46386931	+	152	46386931	298.05
chr16	46388826	46388827	+	78	46388827	6685.05
chr16	46389050	46389051	+	47	46389051	10645.05
chr16	46389051	46389052	+	47	46389052	246290.33
chr16	46389065	46389066	+	47	46389066	194060.33
chr16	46389244	46389245	+	63	46389245	284279.33
chr16	46389456	46389457	+	35	46389457	72472.33
chr16	46389554	46389555	+	135	46389555	430.78
chr16	46389586	46389588	+	135	46389587	2217.29
chr16	46389589	46389594	+	135	46389590	1966.78
chr16	46389596	46389600	+	135	46389597	1139.64
chr16	46389600	46389618	+	174	46389597	1139.64
chr16	46389610	46389611	+	174	46389611	162717.33
chr16	46389613	46389614	+	174	46389614	6586.05
chr16	46392404	46392405	+	96	46392405	19412.37
chr16	46392565	46392566	+	195	46392566	41.93
chr16	46393057	46393058	+	152	46393058	2039.61
chr16	46393108	46393109	+	249	46393109	1048.61
chr16	46393824	46393825	+	110	46393825	149.61
chr16	46393849	46393850	+	110	46393850	23.63
chr16	46394347	46394348	+	30	46394348	751.61
chr16	46394380	46394400	+	57	46394381	1497.87
chr16	46394400	46394450	+	96	46394381	1497.87
chr16	46394435	46394450	+	96	46394436	2540.87
chr16	46394450	46394457	+	112	46394381	1497.87
chr16	46394450	46394453	+	112	46394436	2540.87
chr16	46394525	46394526	+	109	46394526	563.23
chr16	46396258	46396259	+	73	46396259	46986.34
chr16	46399157	46399158	+	55	46399158	3130.01
chr16	46399192	46399193	+	55	46399193	10875.61
chr16	46401634	46401635	+	40	46401635	2489.33
chr16	46401640	46401644	+	40	46401641	2640.57
chr16	46404827	46404828	+	33	46404828	76.35
chr16	46404828	46404829	+	33	46404829	83.61
chr16	46404841	46404842	+	33	46404842	83.69
chr16	46404854	46404855	+	85	46404855	86.88
chr16	46404876	46404877	+	85	46404877	101.61
chr16	46404887	46404888	+	85	46404888	66.32
chr16	46404892	46404893	+	85	46404893	65.61
chr16	46404898	46404899	+	85	46404899	68.61
chr16	46404925	46404926	+	66	46404926	77.74
chr16	46404930	46404931	+	66	46404931	80.74
chr16	46404948	46404949	+	66	46404949	35.61
chr16	46404959	46404960	+	172	46404960	38.61
chr16	46404974	46404975	+	172	46404975	32.62
chr16	46404975	46404976	+	172	46404976	29.62
chr16	46405060	46405061	+	185	46405061	47.61
chr16	46405061	46405062	+	185	46405062	44.61
chr16	46405075	46405076	+	185	46405076	56.93
chr16	46405084	46405086	+	185	46405085	82.37
chr16	46405086	46405100	+	185	46405087	91.69
chr16	46405100	46405109	+	161	46405087	91.69
chr16	46416369	46416370	+	5	46416370	17.75
chr16	46416375	46416376	+	5	46416376	12.7
chr16	46416390	46416391	+	5	46416391	18.44
chr16	46416453	46416454	+	8	46416454	21.48
chr16	46416458	46416459	+	8	46416459	20.76
chr16	46416461	46416462	+	8	46416462	20.51
chr16	46416471	46416472	+	8	46416472	16.47
chr16	46416474	46416475	+	8	46416475	13.89
chr16	46416478	46416479	+	8	46416479	13.55
chr16	46446241	46446242	+	4	46446242	163.94
chr16	46459479	46459480	+	1	46459480	38.67
chr16	46466058	46466059	+	1	46466059	49.37
chr16	46853546	46853550	+	5	46853547	274.66
chr16	47207778	47207779	+	5	47207779	47.59
chr16	48617441	48617443	+	10	48617442	23.41
chr16	48617444	48617445	+	10	48617445	34.39
chr16	48617451	48617453	+	2	48617452	23.41
chr16	48617454	48617455	+	2	48617455	29.43
chr16	48617456	48617457	+	2	48617457	29.43
chr16	48617463	48617464	+	2	48617464	26.4
chr16	48617476	48617477	+	2	48617477	29.43
chr16	49926888	49926891	+	2	49926889	2554.33
chr16	50254800	50254801	+	3	50254801	204.26
chr16	50254801	50254802	+	3	50254802	214.65
chr16	50254809	50254811	+	3	50254810	108.6
chr16	50254815	50254817	+	3	50254816	108.33
chr16	50884325	50884345	+	3	50884326	127.63
chr16	51145216	51145217	+	3	51145217	143.8
chr16	51459019	51459020	+	3	51459020	42.41
chr16	51618349	51618350	+	2	51618350	549.32
chr16	52197910	52197911	+	1	52197911	19.5
chr16	52197916	52197920	+	1	52197917	19.5
chr16	52249879	52249880	+	2	52249880	1462.53
chr16	54045969	54045970	+	3	54045970	14.78
chr16	54109329	54109333	+	1	54109330	34.3
chr16	54887540	54887542	+	2	54887541	22.32
chr16	55538678	55538687	+	2	55538679	2161.42
chr16	55691250	55691252	+	5	55691230	267.01
chr16	55905370	55905373	+	3	55905371	1433.42
chr16	56480374	56480375	+	8	56480375	21.44
chr16	56551556	56551557	+	3	56551557	82.68
chr16	56551562	56551563	+	3	56551563	27.32
chr16	56551563	56551564	+	3	56551564	43.61
chr16	56551569	56551570	+	3	56551570	46.71
chr16	56740157	56740158	+	1	56740158	16.58
chr16	56740165	56740166	+	1	56740166	25.35
chr16	56740169	56740170	+	1	56740170	32.06
chr16	56740170	56740171	+	1	56740171	63.19
chr16	56875765	56875766	+	9	56875766	12.55
chr16	56875768	56875769	+	9	56875769	14.68
chr16	57030465	57030470	+	5	57030466	16.4
chr16	57030471	57030480	+	5	57030472	16.39
chr16	57378468	57378471	+	1	57378469	1313.37
chr16	58580970	58580974	+	3	58580971	2435.34
chr16	58580975	58581000	+	3	58580976	2423.35
chr16	58581050	58581060	+	3	58580976	2423.35
chr16	60570579	60570582	+	6	60570580	11.75
chr16	60752977	60752979	+	4	60752978	1700.35
chr16	62361493	62361494	+	1	62361494	1318.43
chr16	64868738	64868739	+	2	64868739	604.59
chr16	64868741	64868742	+	2	64868742	603.59
chr16	67809252	67809253	+	5	67809253	194.74
chr16	67809258	67809259	+	5	67809259	194.74
chr16	67809259	67809260	+	5	67809260	191.74
chr16	67809268	67809269	+	5	67809269	104.7
chr16	67809270	67809271	+	5	67809271	104.7
chr16	67809279	67809280	+	5	67809280	98.7
chr16	68673441	68673444	+	6	68673442	36.85
chr16	69056038	69056040	+	2	69056039	30.32
chr16	69176981	69176983	+	2	69176982	1327.32
chr16	69483049	69483050	+	4	69483050	1713.86
chr16	70051822	70051823	+	1	70051823	15.47
chr16	70051827	70051828	+	1	70051828	10.72
chr16	70174161	70174162	+	4	70174162	29.43
chr16	70199152	70199153	+	1	70199153	43.35
chr16	70483194	70483195	+	6	70483195	47.8
chr16	70914828	70914829	+	2	70914829	16.8
chr16	70931398	70931399	+	5	70931399	136.46
chr16	70983550	70983551	+	7	70983551	27.4
chr16	71038172	71038173	+	2	71038173	183.09
chr16	72198805	72198806	+	5	72198806	91.87
chr16	72343015	72343016	+	3	72343016	32.69
chr16	72343018	72343019	+	3	72343019	32.68
chr16	73762135	73762137	+	7	73762136	853.87
chr16	74181000	74181010	+	1	74180970	12.24
chr16	74353357	74353358	+	4	74353358	36.35
chr16	74410349	74410350	+	1	74410350	526.91
chr16	74413779	74413780	+	1	74413780	584.91
chr16	74469199	74469200	+	1	74469200	49.29
chr16	74496747	74496748	+	1	74496748	38.3
chr16	74749353	74749354	+	3	74749354	55.79
chr16	74749361	74749362	+	3	74749362	72.43
chr16	74749366	74749367	+	3	74749367	54.14
chr16	74749368	74749369	+	3	74749369	57.57
chr16	74749372	74749373	+	3	74749373	58.05
chr16	74837933	74837934	+	2	74837934	76.46
chr16	75168546	75168547	+	1	75168547	23.36
chr16	77320637	77320639	+	1	77320638	2042.81
chr16	77714200	77714228	+	3	77714181	10.7
chr16	79058120	79058121	+	2	79058121	2641.23
chr16	80110049	80110050	+	2	80110050	61.31
chr16	80110050	80110052	+	1	80110050	61.31
chr16	80196835	80196836	+	3	80196836	444.29
chr16	80196839	80196840	+	3	80196840	453.34
chr16	80197081	80197082	+	7	80197082	122.61
chr16	81084993	81084994	+	4	81084994	1009.05
chr16	81084994	81084995	+	4	81084995	1051.05
chr16	82116141	82116142	+	8	82116142	55.31
chr16	82463092	82463100	+	4	82463093	19.68
chr16	82463100	82463104	+	1	82463093	19.68
chr16	83434847	83434850	+	1	83434848	76.41
chr16	83434850	83434856	+	1	83434848	76.41
chr16	83434856	83434857	+	1	83434857	103.49
chr16	84506212	84506213	+	1	84506213	6306.33
chr16	84506226	84506227	+	1	84506227	583.29
chr16	86982099	86982100	+	2	86982100	16.76
chr16	86982100	86982103	+	3	86982100	16.76
chr16	87218878	87218879	+	2	87218879	118.61
chr16	87222142	87222143	+	3	87222143	29.67
chr16	87222148	87222150	+	3	87222149	21.34
chr16	87629688	87629689	+	1	87629689	170.01
chr16	87629691	87629692	+	1	87629692	78.97
chr16	88555759	88555760	+	5	88555760	53.35
chr16	88979850	88979852	+	2	88979824	2873.3
chr16	89192658	89192659	+	3	89192659	63.7
chr16	89570724	89570725	+	2	89570725	81.64
chr16	89570725	89570726	+	2	89570726	80.3
chr16	89570742	89570743	+	2	89570743	92.33
chr16	89908269	89908270	+	1	89908270	11.96
chr16	90025017	90025018	+	2	90025018	189.07
chr16	90117078	90117100	+	1	90117079	23.07
chr16	90122295	90122300	+	3	90122296	14.79
chr16	90202007	90202008	+	2	90202008	34.08
chr17	172190	172191	+	7	172191	295.46
chr17	556878	556879	+	2	556879	1106.02
chr17	806348	806349	+	5	806349	1027.11
chr17	841507	841528	+	5	841508	472.29
chr17	841555	841591	+	3	841556	458.65
chr17	3651982	3651983	+	7	3651983	3695.49
chr17	4400931	4400941	+	7	4400932	156.52
chr17	5047470	5047471	+	2	5047471	1096.18
chr17	5781900	5781932	+	2	5781876	32.97
chr17	5904646	5904648	+	2	5904647	88.33
chr17	6194411	6194412	+	2	6194412	41.15
chr17	6346092	6346097	+	6	6346093	177.54
chr17	6551736	6551737	+	13	6551737	3728.99
chr17	6989090	6989092	+	6	6989091	397.56
chr17	7569383	7569384	+	6	7569384	2284.34
chr17	8960850	8960851	+	6	8960849	30.3
chr17	9096372	9096373	+	1	9096373	539.05
chr17	9155345	9155346	+	1	9155346	379.05
chr17	9274770	9274771	+	1	9274771	131.92
chr17	9414000	9414050	+	3	9413999	63.29
chr17	9414050	9414071	+	1	9413999	63.29
chr17	9761924	9761927	+	1	9761925	54.26
chr17	10760367	10760369	+	3	10760368	1970.31
chr17	10797405	10797406	+	6	10797406	141.66
chr17	10926112	10926114	+	3	10926113	31.07
chr17	11918204	11918205	+	1	11918205	2474.6
chr17	12795558	12795560	+	4	12795559	1948.38
chr17	13635590	13635599	+	6	13635591	539.04
chr17	14022242	14022243	+	2	14022243	50.61
chr17	14239097	14239098	+	9	14239098	888.91
chr17	14615817	14615818	+	3	14615818	12.64
chr17	15688780	15688781	+	2	15688781	30.57
chr17	15816796	15816797	+	10	15816797	59.65
chr17	16269758	16269759	+	3	16269759	1947.45
chr17	17040359	17040360	+	2	17040360	116.62
chr17	17040363	17040364	+	2	17040364	114.04
chr17	17158206	17158207	+	6	17158207	39.33
chr17	17158207	17158208	+	6	17158208	45.47
chr17	17158213	17158214	+	6	17158214	44.35
chr17	17158219	17158220	+	6	17158220	58.61
chr17	18411282	18411285	+	1	18411283	106.27
chr17	18426991	18426992	+	1	18426992	11.97
chr17	18449558	18449559	+	1	18449559	14.87
chr17	18615885	18615887	+	4	18615886	16.15
chr17	18662036	18662037	+	4	18662037	3202.95
chr17	18844293	18844294	+	3	18844294	3597.07
chr17	18860102	18860103	+	6	18860103	11.25
chr17	18878904	18878905	+	1	18878905	16.43
chr17	18878914	18878915	+	1	18878915	18.4
chr17	19386977	19386978	+	1	19386978	24.63
chr17	19476003	19476004	+	1	19476004	3493.43
chr17	19744904	19744906	+	3	19744905	1419.39
chr17	20552040	20552041	+	1	20552041	288.93
chr17	20699139	20699140	+	3	20699140	32.68
chr17	20699146	20699147	+	3	20699147	32.71
chr17	21306415	21306416	+	2	21306416	120.67
chr17	21306425	21306426	+	2	21306426	124.61
chr17	21323094	21323095	+	3	21323095	11.64
chr17	21343757	21343758	+	5	21343758	116.3
chr17	21343775	21343776	+	5	21343776	155.67
chr17	21343791	21343792	+	5	21343792	237.07
chr17	21345624	21345625	+	4	21345625	908.43
chr17	21400199	21400200	+	1	21400200	272.93
chr17	21401159	21401160	+	2	21401160	102.3
chr17	21407652	21407653	+	13	21407653	14.82
chr17	21408394	21408395	+	1	21408395	327.06
chr17	21425953	21425954	+	1	21425954	34.49
chr17	21427231	21427232	+	1	21427232	124.08
chr17	21429918	21429919	+	2	21429919	213.05
chr17	21429953	21429954	+	4	21429954	199.01
chr17	21442907	21442908	+	1	21442908	82.68
chr17	21442920	21442921	+	1	21442921	164.28
chr17	21442924	21442925	+	1	21442925	158.67
chr17	21442933	21442934	+	1	21442934	106.65
chr17	21443468	21443469	+	1	21443469	226.9
chr17	21443474	21443475	+	1	21443475	365.9
chr17	21445305	21445306	+	6	21445306	263.9
chr17	21445338	21445339	+	6	21445339	189.47
chr17	21448080	21448081	+	1	21448081	55.35
chr17	21666791	21666792	+	3	21666792	692.31
chr17	21666982	21666983	+	4	21666983	819.05
chr17	21666990	21666991	+	4	21666991	829.05
chr17	21667020	21667021	+	2	21667021	723.05
chr17	21667033	21667035	+	2	21667034	51.29
chr17	21667039	21667040	+	2	21667040	55.3
chr17	21680973	21680974	+	4	21680974	386.9
chr17	21682947	21682948	+	2	21682948	295.05
chr17	21683003	21683004	+	2	21683004	869.91
chr17	21683016	21683017	+	2	21683017	876.93
chr17	21683020	21683021	+	2	21683021	876.96
chr17	21683072	21683073	+	2	21683073	419.92
chr17	21683313	21683314	+	3	21683314	150.3
chr17	21695732	21695733	+	2	21695733	521.55
chr17	21700095	21700096	+	2	21700096	285.98
chr17	21700108	21700109	+	2	21700109	251.9
chr17	21700118	21700119	+	2	21700119	257.9
chr17	21700122	21700123	+	2	21700123	261.9
chr17	21703200	21703201	+	14	21703201	34.03
chr17	21703654	21703655	+	2	21703655	63.3
chr17	21703658	21703659	+	2	21703659	67.64
chr17	21703674	21703675	+	2	21703675	34.43
chr17	21703691	21703692	+	2	21703692	94.49
chr17	21707358	21707359	+	1	21707359	321.46
chr17	21707360	21707361	+	1	21707361	324.46
chr17	21721201	21721202	+	2	21721202	62.43
chr17	21739224	21739225	+	1	21739225	339.05
chr17	21792375	21792376	+	2	21792376	23.66
chr17	21792398	21792399	+	2	21792399	16.45
chr17	21793753	21793754	+	4	21793754	70.34
chr17	21793760	21793761	+	4	21793761	76.34
chr17	21793779	21793780	+	4	21793780	73.34
chr17	21839231	21839233	+	5	21839232	155.08
chr17	21840659	21840660	+	2	21840660	17.52
chr17	21840662	21840663	+	2	21840663	16.45
chr17	21840663	21840664	+	2	21840664	13.54
chr17	21840666	21840667	+	2	21840667	15.44
chr17	21840669	21840670	+	2	21840670	13.54
chr17	21840680	21840681	+	2	21840681	51.35
chr17	21841531	21841532	+	1	21841532	242.63
chr17	21845589	21845590	+	1	21845590	333.68
chr17	21845599	21845600	+	1	21845600	333.05
chr17	21846254	21846255	+	1	21846255	61.34
chr17	21857200	21857248	+	1	21857178	527.86
chr17	21857882	21857883	+	3	21857883	1663.05
chr17	21859410	21859411	+	2	21859411	49.41
chr17	21859411	21859412	+	2	21859412	51.4
chr17	21859416	21859417	+	2	21859417	46.41
chr17	21859421	21859422	+	2	21859422	43.49
chr17	21859426	21859427	+	2	21859427	86.72
chr17	21859434	21859435	+	2	21859435	79.57
chr17	21859439	21859440	+	2	21859440	81.35
chr17	21859448	21859449	+	2	21859449	79.45
chr17	21871776	21871777	+	2	21871777	126.61
chr17	21871779	21871780	+	2	21871780	126.05
chr17	21877811	21877850	+	3	21877812	66.3
chr17	21904699	21904700	+	8	21904700	256.38
chr17	21904700	21904704	+	6	21904700	256.38
chr17	21904704	21904705	+	6	21904705	221.63
chr17	21916154	21916155	+	1	21916155	13.68
